handle,family,action,old_variant,new_variant,old_price,new_price,change
custom-army-patches,Embroidery,CREATE,,16.0 inch - 701+,,12.00,new
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.0 inch - 10,1.0 inch - 10,6.99,4.19,-40%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.5 inch - 10,1.5 inch - 10,6.99,4.19,-40%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.0 inch - 10,2.0 inch - 10,6.99,4.19,-40%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.5 inch - 10,2.5 inch - 10,6.99,4.19,-40%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.0 inch - 10,3.0 inch - 10,6.99,4.79,-31%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.5 inch - 10,3.5 inch - 10,6.99,4.79,-31%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.0 inch - 10,4.0 inch - 10,6.99,4.79,-31%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.5 inch - 10,4.5 inch - 10,6.99,5.39,-23%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,5.0 inch - 10,5.0 inch - 10,6.99,6.00,-14%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,6.0 inch - 10,6.0 inch - 10,6.99,6.60,-6%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,7.0 inch - 10,7.0 inch - 10,7.20,7.20,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,8.0 inch - 10,8.0 inch - 10,8.40,8.40,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,9.0 inch - 10,9.0 inch - 10,9.60,9.60,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,10.0 inch - 10,10.0 inch - 10,10.80,10.80,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,11.0 inch - 10,11.0 inch - 10,12.00,12.00,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,12.0 inch - 10,12.0 inch - 10,13.20,13.20,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,13.0 inch - 10,13.0 inch - 10,13.80,13.80,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,14.0 inch - 10,14.0 inch - 10,14.52,14.52,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,15.0 inch - 10,15.0 inch - 10,15.24,15.24,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,16.0 inch - 10,16.0 inch - 10,15.96,15.96,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.0 inch - 11-25,1.0 inch - 11-25,6.36,4.19,-34%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.5 inch - 11-25,1.5 inch - 11-25,6.36,4.19,-34%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.0 inch - 11-25,2.0 inch - 11-25,6.36,4.19,-34%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.5 inch - 11-25,2.5 inch - 11-25,6.36,2.40,-62%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.0 inch - 11-25,3.0 inch - 11-25,6.36,3.00,-53%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.5 inch - 11-25,3.5 inch - 11-25,6.36,3.12,-51%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.0 inch - 11-25,4.0 inch - 11-25,6.36,3.48,-45%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.5 inch - 11-25,4.5 inch - 11-25,6.36,3.60,-43%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,5.0 inch - 11-25,5.0 inch - 11-25,6.36,4.32,-32%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,6.0 inch - 11-25,6.0 inch - 11-25,6.36,4.38,-31%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,7.0 inch - 11-25,7.0 inch - 11-25,6.36,5.40,-15%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,8.0 inch - 11-25,8.0 inch - 11-25,6.60,6.60,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,9.0 inch - 11-25,9.0 inch - 11-25,7.80,7.80,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,10.0 inch - 11-25,10.0 inch - 11-25,9.60,9.60,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,11.0 inch - 11-25,11.0 inch - 11-25,10.80,10.80,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,12.0 inch - 11-25,12.0 inch - 11-25,12.00,12.00,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,13.0 inch - 11-25,13.0 inch - 11-25,12.60,12.60,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,14.0 inch - 11-25,14.0 inch - 11-25,13.50,13.50,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,15.0 inch - 11-25,15.0 inch - 11-25,14.22,14.22,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,16.0 inch - 11-25,16.0 inch - 11-25,14.88,14.88,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.0 inch - 26-50,1.0 inch - 26-50,2.70,2.25,-17%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.5 inch - 26-50,1.5 inch - 26-50,2.70,2.25,-17%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.0 inch - 26-50,2.0 inch - 26-50,2.70,2.25,-17%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.5 inch - 26-50,2.5 inch - 26-50,2.70,2.25,-17%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.0 inch - 26-50,3.0 inch - 26-50,2.70,2.25,-17%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.5 inch - 26-50,3.5 inch - 26-50,2.70,2.28,-16%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.0 inch - 26-50,4.0 inch - 26-50,2.70,2.28,-16%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.5 inch - 26-50,4.5 inch - 26-50,2.70,2.40,-11%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,5.0 inch - 26-50,5.0 inch - 26-50,2.70,2.70,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,6.0 inch - 26-50,6.0 inch - 26-50,3.60,3.60,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,7.0 inch - 26-50,7.0 inch - 26-50,4.80,4.80,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,8.0 inch - 26-50,8.0 inch - 26-50,6.00,6.00,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,9.0 inch - 26-50,9.0 inch - 26-50,7.20,7.20,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,10.0 inch - 26-50,10.0 inch - 26-50,9.00,9.00,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,11.0 inch - 26-50,11.0 inch - 26-50,9.60,9.60,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,12.0 inch - 26-50,12.0 inch - 26-50,10.80,10.80,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,13.0 inch - 26-50,13.0 inch - 26-50,11.40,11.40,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,14.0 inch - 26-50,14.0 inch - 26-50,12.12,12.12,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,15.0 inch - 26-50,15.0 inch - 26-50,12.84,12.84,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,16.0 inch - 26-50,16.0 inch - 26-50,13.62,13.62,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.0 inch - 51-100,1.0 inch - 51-100,1.44,1.44,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.5 inch - 51-100,1.5 inch - 51-100,1.44,1.44,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.0 inch - 51-100,2.0 inch - 51-100,1.44,1.44,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.5 inch - 51-100,2.5 inch - 51-100,1.44,1.32,-8%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.0 inch - 51-100,3.0 inch - 51-100,1.44,1.28,-11%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.5 inch - 51-100,3.5 inch - 51-100,1.50,1.50,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.0 inch - 51-100,4.0 inch - 51-100,1.72,1.72,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.5 inch - 51-100,4.5 inch - 51-100,1.93,1.93,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,5.0 inch - 51-100,5.0 inch - 51-100,2.15,2.15,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,6.0 inch - 51-100,6.0 inch - 51-100,2.57,2.57,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,7.0 inch - 51-100,7.0 inch - 51-100,3.01,3.01,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,8.0 inch - 51-100,8.0 inch - 51-100,3.43,3.43,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,9.0 inch - 51-100,9.0 inch - 51-100,3.86,3.86,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,10.0 inch - 51-100,10.0 inch - 51-100,4.29,4.29,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,11.0 inch - 51-100,11.0 inch - 51-100,4.72,4.72,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,12.0 inch - 51-100,12.0 inch - 51-100,5.15,5.15,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,13.0 inch - 51-100,13.0 inch - 51-100,6.12,6.12,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,14.0 inch - 51-100,14.0 inch - 51-100,6.84,6.84,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,15.0 inch - 51-100,15.0 inch - 51-100,7.68,7.68,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,16.0 inch - 51-100,16.0 inch - 51-100,8.34,8.34,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.0 inch - 101-199,1.0 inch - 101-199,0.70,0.32,-54%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.5 inch - 101-199,1.5 inch - 101-199,0.70,0.47,-33%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.0 inch - 101-199,2.0 inch - 101-199,0.70,0.64,-9%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.5 inch - 101-199,2.5 inch - 101-199,0.80,0.80,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.0 inch - 101-199,3.0 inch - 101-199,0.95,0.95,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.5 inch - 101-199,3.5 inch - 101-199,1.12,1.12,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.0 inch - 101-199,4.0 inch - 101-199,1.27,1.27,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.5 inch - 101-199,4.5 inch - 101-199,1.43,1.43,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,5.0 inch - 101-199,5.0 inch - 101-199,1.58,1.58,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,6.0 inch - 101-199,6.0 inch - 101-199,1.91,1.91,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,7.0 inch - 101-199,7.0 inch - 101-199,2.23,2.23,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,8.0 inch - 101-199,8.0 inch - 101-199,2.54,2.54,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,9.0 inch - 101-199,9.0 inch - 101-199,2.86,2.86,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,10.0 inch - 101-199,10.0 inch - 101-199,3.18,3.18,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,11.0 inch - 101-199,11.0 inch - 101-199,3.49,3.49,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,12.0 inch - 101-199,12.0 inch - 101-199,3.81,3.81,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,13.0 inch - 101-199,13.0 inch - 101-199,4.50,4.50,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,14.0 inch - 101-199,14.0 inch - 101-199,5.28,5.28,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,15.0 inch - 101-199,15.0 inch - 101-199,5.97,5.97,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,16.0 inch - 101-199,16.0 inch - 101-199,6.57,6.57,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.0 inch - 200-499,1.0 inch - 200-499,0.35,0.23,-34%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.5 inch - 200-499,1.5 inch - 200-499,0.35,0.34,-3%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.0 inch - 200-499,2.0 inch - 200-499,0.43,0.43,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.5 inch - 200-499,2.5 inch - 200-499,0.56,0.56,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.0 inch - 200-499,3.0 inch - 200-499,0.67,0.67,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.5 inch - 200-499,3.5 inch - 200-499,0.78,0.78,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.0 inch - 200-499,4.0 inch - 200-499,0.89,0.89,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.5 inch - 200-499,4.5 inch - 200-499,1.01,1.01,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,5.0 inch - 200-499,5.0 inch - 200-499,1.12,1.12,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,6.0 inch - 200-499,6.0 inch - 200-499,1.34,1.34,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,7.0 inch - 200-499,7.0 inch - 200-499,1.56,1.56,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,8.0 inch - 200-499,8.0 inch - 200-499,1.79,1.79,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,9.0 inch - 200-499,9.0 inch - 200-499,2.00,2.00,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,10.0 inch - 200-499,10.0 inch - 200-499,2.23,2.23,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,11.0 inch - 200-499,11.0 inch - 200-499,2.45,2.45,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,12.0 inch - 200-499,12.0 inch - 200-499,2.68,2.68,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,13.0 inch - 200-499,13.0 inch - 200-499,3.36,3.36,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,14.0 inch - 200-499,14.0 inch - 200-499,4.05,4.05,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,15.0 inch - 200-499,15.0 inch - 200-499,4.68,4.68,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,16.0 inch - 200-499,16.0 inch - 200-499,5.31,5.31,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.0 inch - 500-999,1.0 inch - 500-999,0.16,0.16,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.5 inch - 500-999,1.5 inch - 500-999,0.25,0.25,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.0 inch - 500-999,2.0 inch - 500-999,0.32,0.32,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.5 inch - 500-999,2.5 inch - 500-999,0.41,0.41,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.0 inch - 500-999,3.0 inch - 500-999,0.49,0.49,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.5 inch - 500-999,3.5 inch - 500-999,0.56,0.56,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.0 inch - 500-999,4.0 inch - 500-999,0.65,0.65,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.5 inch - 500-999,4.5 inch - 500-999,0.73,0.73,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,5.0 inch - 500-999,5.0 inch - 500-999,0.82,0.82,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,6.0 inch - 500-999,6.0 inch - 500-999,0.98,0.98,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,7.0 inch - 500-999,7.0 inch - 500-999,1.14,1.14,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,8.0 inch - 500-999,8.0 inch - 500-999,1.30,1.30,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,9.0 inch - 500-999,9.0 inch - 500-999,1.47,1.47,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,10.0 inch - 500-999,10.0 inch - 500-999,1.63,1.63,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,11.0 inch - 500-999,11.0 inch - 500-999,1.79,1.79,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,12.0 inch - 500-999,12.0 inch - 500-999,1.96,1.96,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,13.0 inch - 500-999,13.0 inch - 500-999,2.58,2.58,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,14.0 inch - 500-999,14.0 inch - 500-999,3.27,3.27,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,15.0 inch - 500-999,15.0 inch - 500-999,4.08,4.08,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,16.0 inch - 500-999,16.0 inch - 500-999,4.77,4.77,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.0 inch - 1000+,1.0 inch - 1000+,0.15,0.15,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,1.5 inch - 1000+,1.5 inch - 1000+,0.22,0.22,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.0 inch - 1000+,2.0 inch - 1000+,0.29,0.29,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,2.5 inch - 1000+,2.5 inch - 1000+,0.37,0.37,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.0 inch - 1000+,3.0 inch - 1000+,0.44,0.44,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,3.5 inch - 1000+,3.5 inch - 1000+,0.50,0.50,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.0 inch - 1000+,4.0 inch - 1000+,0.59,0.59,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,4.5 inch - 1000+,4.5 inch - 1000+,0.67,0.67,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,5.0 inch - 1000+,5.0 inch - 1000+,0.73,0.73,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,6.0 inch - 1000+,6.0 inch - 1000+,0.88,0.88,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,7.0 inch - 1000+,7.0 inch - 1000+,1.02,1.02,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,8.0 inch - 1000+,8.0 inch - 1000+,1.18,1.18,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,9.0 inch - 1000+,9.0 inch - 1000+,1.31,1.31,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,10.0 inch - 1000+,10.0 inch - 1000+,1.46,1.46,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,11.0 inch - 1000+,11.0 inch - 1000+,1.60,1.60,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,12.0 inch - 1000+,12.0 inch - 1000+,1.75,1.75,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,13.0 inch - 1000+,13.0 inch - 1000+,2.39,2.39,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,14.0 inch - 1000+,14.0 inch - 1000+,3.06,3.06,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,15.0 inch - 1000+,15.0 inch - 1000+,3.84,3.84,+0%
sublimation-patches-for-hats,Sublimation Patches,UPDATE,16.0 inch - 1000+,16.0 inch - 1000+,4.56,4.56,+0%
leather-patches-for-hats,Original Leather engraving,UPDATE,1.5 inch - 25-49,1.5 inch - 25-49,3.00,4.00,+33%
leather-patches-for-hats,Original Leather engraving,UPDATE,2.0 inch - 25-49,2.0 inch - 25-49,2.84,4.20,+48%
leather-patches-for-hats,Original Leather engraving,UPDATE,2.5 inch - 25-49,2.5 inch - 25-49,3.20,4.60,+44%
leather-patches-for-hats,Original Leather engraving,UPDATE,3.0 inch - 25-49,3.0 inch - 25-49,3.53,4.80,+36%
leather-patches-for-hats,Original Leather engraving,UPDATE,3.5 inch - 25-49,3.5 inch - 25-49,3.83,5.00,+31%
leather-patches-for-hats,Original Leather engraving,UPDATE,4.0 inch - 25-49,4.0 inch - 25-49,4.17,5.20,+25%
leather-patches-for-hats,Original Leather engraving,UPDATE,4.5 inch - 25-49,4.5 inch - 25-49,4.34,5.40,+24%
leather-patches-for-hats,Original Leather engraving,UPDATE,6.0 inch - 25-49,6.0 inch - 25-49,4.52,5.60,+24%
leather-patches-for-hats,Original Leather engraving,UPDATE,1.5 inch - 50-99,1.5 inch - 50-99,1.62,3.50,+116%
leather-patches-for-hats,Original Leather engraving,UPDATE,2.0 inch - 50-99,2.0 inch - 50-99,1.92,3.70,+93%
leather-patches-for-hats,Original Leather engraving,UPDATE,2.5 inch - 50-99,2.5 inch - 50-99,2.33,4.00,+72%
leather-patches-for-hats,Original Leather engraving,UPDATE,3.0 inch - 50-99,3.0 inch - 50-99,2.84,4.20,+48%
leather-patches-for-hats,Original Leather engraving,UPDATE,3.5 inch - 50-99,3.5 inch - 50-99,3.20,4.50,+41%
leather-patches-for-hats,Original Leather engraving,UPDATE,4.0 inch - 50-99,4.0 inch - 50-99,3.36,4.00,+19%
leather-patches-for-hats,Original Leather engraving,UPDATE,4.5 inch - 50-99,4.5 inch - 50-99,3.59,4.50,+25%
leather-patches-for-hats,Original Leather engraving,UPDATE,6.0 inch - 50-99,6.0 inch - 50-99,3.77,4.70,+25%
leather-patches-for-hats,Original Leather engraving,UPDATE,1.5 inch - 100-199,1.5 inch - 100-199,1.16,1.90,+64%
leather-patches-for-hats,Original Leather engraving,UPDATE,2.0 inch - 100-199,2.0 inch - 100-199,1.49,2.00,+34%
leather-patches-for-hats,Original Leather engraving,UPDATE,2.5 inch - 100-199,2.5 inch - 100-199,1.97,2.10,+7%
leather-patches-for-hats,Original Leather engraving,UPDATE,3.0 inch - 100-199,3.0 inch - 100-199,2.30,2.30,+0%
leather-patches-for-hats,Original Leather engraving,UPDATE,3.5 inch - 100-199,3.5 inch - 100-199,2.37,2.40,+1%
leather-patches-for-hats,Original Leather engraving,UPDATE,4.0 inch - 100-199,4.0 inch - 100-199,2.54,2.60,+2%
leather-patches-for-hats,Original Leather engraving,UPDATE,4.5 inch - 100-199,4.5 inch - 100-199,2.72,2.80,+3%
leather-patches-for-hats,Original Leather engraving,UPDATE,6.0 inch - 100-199,6.0 inch - 100-199,2.90,3.00,+3%
leather-patches-for-hats,Original Leather engraving,UPDATE,1.5 inch - 200-499,1.5 inch - 200-499,0.89,1.50,+69%
leather-patches-for-hats,Original Leather engraving,UPDATE,2.0 inch - 200-499,2.0 inch - 200-499,1.20,1.60,+33%
leather-patches-for-hats,Original Leather engraving,UPDATE,2.5 inch - 200-499,2.5 inch - 200-499,1.71,1.80,+5%
leather-patches-for-hats,Original Leather engraving,UPDATE,3.0 inch - 200-499,3.0 inch - 200-499,1.82,1.95,+7%
leather-patches-for-hats,Original Leather engraving,UPDATE,3.5 inch - 200-499,3.5 inch - 200-499,1.92,2.10,+9%
leather-patches-for-hats,Original Leather engraving,UPDATE,4.0 inch - 200-499,4.0 inch - 200-499,2.15,2.20,+2%
leather-patches-for-hats,Original Leather engraving,UPDATE,4.5 inch - 200-499,4.5 inch - 200-499,2.33,2.30,-1%
leather-patches-for-hats,Original Leather engraving,UPDATE,6.0 inch - 200-499,6.0 inch - 200-499,2.43,2.50,+3%
leather-patches-for-hats,Original Leather engraving,UPDATE,1.5 inch - 500-999,1.5 inch - 500-999,0.80,1.20,+50%
leather-patches-for-hats,Original Leather engraving,UPDATE,2.0 inch - 500-999,2.0 inch - 500-999,1.13,1.25,+11%
leather-patches-for-hats,Original Leather engraving,UPDATE,2.5 inch - 500-999,2.5 inch - 500-999,1.34,1.30,-3%
leather-patches-for-hats,Original Leather engraving,UPDATE,3.0 inch - 500-999,3.0 inch - 500-999,1.41,1.50,+6%
leather-patches-for-hats,Original Leather engraving,UPDATE,3.5 inch - 500-999,3.5 inch - 500-999,1.50,1.60,+7%
leather-patches-for-hats,Original Leather engraving,UPDATE,4.0 inch - 500-999,4.0 inch - 500-999,1.74,1.80,+3%
leather-patches-for-hats,Original Leather engraving,UPDATE,4.5 inch - 500-999,4.5 inch - 500-999,1.92,2.00,+4%
leather-patches-for-hats,Original Leather engraving,UPDATE,6.0 inch - 500-999,6.0 inch - 500-999,2.03,2.20,+8%
leather-patches-for-hats,Original Leather engraving,UPDATE,1.5 inch - 1000+,1.5 inch - 1000+,0.75,0.80,+7%
leather-patches-for-hats,Original Leather engraving,UPDATE,2.0 inch - 1000+,2.0 inch - 1000+,1.07,0.85,-21%
leather-patches-for-hats,Original Leather engraving,UPDATE,2.5 inch - 1000+,2.5 inch - 1000+,1.22,0.90,-26%
leather-patches-for-hats,Original Leather engraving,UPDATE,3.0 inch - 1000+,3.0 inch - 1000+,1.31,1.00,-24%
leather-patches-for-hats,Original Leather engraving,UPDATE,3.5 inch - 1000+,3.5 inch - 1000+,1.40,1.10,-21%
leather-patches-for-hats,Original Leather engraving,UPDATE,4.0 inch - 1000+,4.0 inch - 1000+,1.58,1.02,-35%
leather-patches-for-hats,Original Leather engraving,UPDATE,4.5 inch - 1000+,4.5 inch - 1000+,1.74,1.30,-25%
leather-patches-for-hats,Original Leather engraving,UPDATE,6.0 inch - 1000+,6.0 inch - 1000+,1.92,1.50,-22%
embroidered-patches-for-clothes,Embroidery,UPDATE,1.0 inch - 10,1.0 inch - 10-15,6.99,6.99,+0%
embroidered-patches-for-clothes,Embroidery,UPDATE,1.5 inch - 10,1.5 inch - 10-15,6.99,6.99,+0%
embroidered-patches-for-clothes,Embroidery,UPDATE,2.0 inch - 10,2.0 inch - 10-15,6.99,6.99,+0%
embroidered-patches-for-clothes,Embroidery,UPDATE,2.5 inch - 10,2.5 inch - 10-15,6.99,6.99,+0%
embroidered-patches-for-clothes,Embroidery,UPDATE,3.0 inch - 10,3.0 inch - 10-15,7.99,7.99,+0%
embroidered-patches-for-clothes,Embroidery,UPDATE,3.5 inch - 10,3.5 inch - 10-15,7.99,7.99,+0%
embroidered-patches-for-clothes,Embroidery,UPDATE,4.0 inch - 10,4.0 inch - 10-15,7.99,7.99,+0%
embroidered-patches-for-clothes,Embroidery,UPDATE,4.5 inch - 10,4.5 inch - 10-15,8.99,8.99,+0%
embroidered-patches-for-clothes,Embroidery,UPDATE,5.0 inch - 10,5.0 inch - 10-15,10.00,10.00,+0%
embroidered-patches-for-clothes,Embroidery,UPDATE,6.0 inch - 10,6.0 inch - 10-15,11.00,11.00,+0%
embroidered-patches-for-clothes,Embroidery,UPDATE,7.0 inch - 10,7.0 inch - 10-15,12.00,12.00,+0%
embroidered-patches-for-clothes,Embroidery,UPDATE,8.0 inch - 10,8.0 inch - 10-15,14.00,14.00,+0%
embroidered-patches-for-clothes,Embroidery,UPDATE,9.0 inch - 10,9.0 inch - 10-15,16.00,16.00,+0%
