Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
navy-patches,,,,,,,,,"3.5""",,,,,,,,'00840400507217,0.0,,0,deny,manual,5.26,,true,true,,,,,,,,,,,,,lb,,,
navy-patches,,,,,,,,,"4""",,,,,,,,'00840400507897,0.0,,0,deny,manual,5.86,,true,true,,,,,,,,,,,,,lb,,,
morale-patches,Custom Morale Patches,"<meta charset=""utf-8""> <div data-mce-fragment=""1"" class=""jss96""> <div data-mce-fragment=""1"" class=""MuiContainer-root MuiContainer-maxWidthXl""> <div data-mce-fragment=""1"" class=""MuiGrid-root MuiGrid-container MuiGrid-spacing-xs-4""> <div data-mce-fragment=""1"" class=""MuiGrid-root jss102 MuiGrid-item MuiGrid-grid-xs-12 MuiGrid-grid-lg-6""> <div data-mce-fragment=""1"" class=""jss105""> <p data-mce-fragment=""1"" class=""MuiTypography-root jss108 MuiTypography-body1""><meta charset=""utf-8""><span data-mce-fragment=""1"">Enhance your apparel with custom morale patches. <meta charset=""utf-8"">These morale patches can be tailored with either a refined thin-stitched edge or a sturdy merrow border, making them ideal for adding a personalized touch to any piece of clothing.</span><br><meta charset=""utf-8""></p> <p class=""MuiTypography-root jss108 MuiTypography-body1"" style=""font-size: 10pt; font-weight: 600;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Each patch order includes a Free roll of Thermal Tape.</span></p> <p data-mce-fragment=""1"" class=""MuiTypography-root jss108 MuiTypography-body1 __prematched-text""><span data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><strong>Add a Premade Patch Sample to Cart - $0.01 -</strong> <a href=""https://Patch%20Krazepatches.com/cart/add?id=46978094727487&amp;quantity=1"" title=""Add to Cart""><strong>Add to Cart</strong></a></span></span></span></p> </div> </div> </div> </div> </div>",Patch Kraze,,embroidered,"Embroidered Patches, Patch Styles, patches, rush",true,Patch Width (inches),"2""",,,,,,,,'00840400506784,0.0,,0,deny,manual,3.79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/moralepatch.png?v=1762185706,1,"",false,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/moralepatch.png?v=1762185706,lb,,,active
morale-patches,,,,,,,,,"2.5""",,,,,,,,'00840400508146,0.0,,0,deny,manual,4.09,,true,true,,,,,,,,,,,,,lb,,,
morale-patches,,,,,,,,,"3""",,,,,,,,'00840400506982,0.0,,0,deny,manual,4.38,,true,true,,,,,,,,,,,,,lb,,,
morale-patches,,,,,,,,,"3.5""",,,,,,,,'00840400508047,0.0,,0,deny,manual,5.26,,true,true,,,,,,,,,,,,,lb,,,
morale-patches,,,,,,,,,"4""",,,,,,,,'00840400508337,0.0,,0,deny,manual,5.86,,true,true,,,,,,,,,,,,,lb,,,
funny-patches,Custom Funny Patches,"<meta charset=""utf-8""> <div data-mce-fragment=""1"" class=""jss96""> <div data-mce-fragment=""1"" class=""MuiContainer-root MuiContainer-maxWidthXl""> <div data-mce-fragment=""1"" class=""MuiGrid-root MuiGrid-container MuiGrid-spacing-xs-4""> <div data-mce-fragment=""1"" class=""MuiGrid-root jss102 MuiGrid-item MuiGrid-grid-xs-12 MuiGrid-grid-lg-6""> <div data-mce-fragment=""1"" class=""jss105""> <p data-mce-fragment=""1"" class=""MuiTypography-root jss108 MuiTypography-body1""><meta charset=""utf-8""><span data-mce-fragment=""1"">Enhance your apparel with custom funny patches. <meta charset=""utf-8"">These funny patches can be tailored with either a refined thin-stitched edge or a sturdy merrow border, making them ideal for adding a personalized touch to your attire.</span><br><meta charset=""utf-8""></p> <p class=""MuiTypography-root jss108 MuiTypography-body1"" style=""font-size: 10pt; font-weight: 600;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Each patch order includes a Free roll of Thermal Tape.</span></p> <p data-mce-fragment=""1"" class=""MuiTypography-root jss108 MuiTypography-body1 __prematched-text""><span data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><strong>Add a Premade Patch Sample to Cart - $0.01 -</strong> <a href=""https://Patch%20Krazepatches.com/cart/add?id=46978094727487&amp;quantity=1"" title=""Add to Cart""><strong>Add to Cart</strong></a></span></span></span></p> </div> </div> </div> </div> </div>",Patch Kraze,,embroidered,"Embroidered Patches, Patch Styles, patches, rush",true,Patch Width (inches),"2""",,,,,,,,'00840400507385,0.0,,0,deny,manual,3.79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/FunnyPatch_1.png?v=1762185706,1,"",false,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/FunnyPatch_1.png?v=1762185706,lb,,,active
funny-patches,,,,,,,,,"2.5""",,,,,,,,'00840400508399,0.0,,0,deny,manual,4.09,,true,true,,,,,,,,,,,,,lb,,,
funny-patches,,,,,,,,,"3""",,,,,,,,'00840400507996,0.0,,0,deny,manual,4.38,,true,true,,,,,,,,,,,,,lb,,,
funny-patches,,,,,,,,,"3.5""",,,,,,,,'00840400506975,0.0,,0,deny,manual,5.26,,true,true,,,,,,,,,,,,,lb,,,
funny-patches,,,,,,,,,"4""",,,,,,,,'00840400507620,0.0,,0,deny,manual,5.86,,true,true,,,,,,,,,,,,,lb,,,
firefighter-patches,Custom Firefighter Patches,"<meta charset=""utf-8""> <div data-mce-fragment=""1"" class=""jss96""> <div data-mce-fragment=""1"" class=""MuiContainer-root MuiContainer-maxWidthXl""> <div data-mce-fragment=""1"" class=""MuiGrid-root MuiGrid-container MuiGrid-spacing-xs-4""> <div data-mce-fragment=""1"" class=""MuiGrid-root jss102 MuiGrid-item MuiGrid-grid-xs-12 MuiGrid-grid-lg-6""> <div data-mce-fragment=""1"" class=""jss105""> <p data-mce-fragment=""1"" class=""MuiTypography-root jss108 MuiTypography-body1""><meta charset=""utf-8""><span data-mce-fragment=""1"">Enhance your fire dept. gear with custom firefighter patches. <meta charset=""utf-8"">These fire dept. patches can be tailored with either a refined thin-stitched edge or a sturdy merrow border, making them ideal for adding a personalized touch to fire dept. gear.</span><br><meta charset=""utf-8""></p> <p class=""MuiTypography-root jss108 MuiTypography-body1"" style=""font-size: 10pt; font-weight: 600;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Each patch order includes a Free roll of Thermal Tape.</span></p> <p data-mce-fragment=""1"" class=""MuiTypography-root jss108 MuiTypography-body1 __prematched-text""><span data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><strong>Add a Premade Patch Sample to Cart - $0.01 -</strong> <a href=""https://Patch%20Krazepatches.com/cart/add?id=46978094727487&amp;quantity=1"" title=""Add to Cart""><strong>Add to Cart</strong></a></span></span></span></p> </div> </div> </div> </div> </div>",Patch Kraze,,embroidered,"Embroidered Patches, Patch Styles, patches, rush",true,Patch Width (inches),"2""",,,,,,,,'00840400507101,0.0,,0,deny,manual,3.79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/1d5c9780-1876-4187-aa5b-daa53ebfe326.png?v=1762185707,1,"",false,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/1d5c9780-1876-4187-aa5b-daa53ebfe326.png?v=1762185707,lb,,,active
firefighter-patches,,,,,,,,,"2.5""",,,,,,,,'00840400508207,0.0,,0,deny,manual,4.09,,true,true,,,,,,,,,,,,,lb,,,
firefighter-patches,,,,,,,,,"3""",,,,,,,,'00840400506746,0.0,,0,deny,manual,4.38,,true,true,,,,,,,,,,,,,lb,,,
firefighter-patches,,,,,,,,,"3.5""",,,,,,,,'00840400507378,0.0,,0,deny,manual,5.26,,true,true,,,,,,,,,,,,,lb,,,
firefighter-patches,,,,,,,,,"4""",,,,,,,,'00840400508580,0.0,,0,deny,manual,5.86,,true,true,,,,,,,,,,,,,lb,,,
military-patches,Custom Military Patches,"<p> </p> <div data-mce-fragment=""1"" class=""jss96""> <div data-mce-fragment=""1"" class=""MuiContainer-root MuiContainer-maxWidthXl""> <div data-mce-fragment=""1"" class=""MuiGrid-root MuiGrid-container MuiGrid-spacing-xs-4""> <div data-mce-fragment=""1"" class=""MuiGrid-root jss102 MuiGrid-item MuiGrid-grid-xs-12 MuiGrid-grid-lg-6""> <div data-mce-fragment=""1"" class=""jss105""> <p data-mce-fragment=""1"" class=""MuiTypography-root jss108 MuiTypography-body1""><meta charset=""utf-8""><span data-mce-fragment=""1"">Enhance your apparel with custom military patches. <meta charset=""utf-8"">These military patches can be tailored with either a refined thin-stitched edge or a sturdy merrow border, making them ideal for adding a personalized touch to your attire.</span><br><meta charset=""utf-8""></p> <p class=""MuiTypography-root jss108 MuiTypography-body1"" style=""font-size: 10pt; font-weight: 600;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Each patch order includes a Free roll of Thermal Tape.</span></p> <p data-mce-fragment=""1"" class=""MuiTypography-root jss108 MuiTypography-body1 __prematched-text""><span data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><strong>Add a Premade Patch Sample to Cart - $0.01 -</strong> <a href=""https://Patch%20Krazepatches.com/cart/add?id=46978094727487&amp;quantity=1"" title=""Add to Cart""><strong>Add to Cart</strong></a></span></span></span></p> </div> </div> </div> </div> </div>",Patch Kraze,,embroidered,"Embroidered Patches, Patch Styles, patches, rush",true,Patch Width (inches),"2""",,,,,,,,'00840400506678,0.0,,0,deny,manual,3.79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/MilitaryPatch.jpg?v=1762185707,1,"",false,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/MilitaryPatch.jpg?v=1762185707,lb,,,active
military-patches,,,,,,,,,"2.5""",,,,,,,,'00840400507828,0.0,,0,deny,manual,4.09,,true,true,,,,,,,,,,,,,lb,,,
military-patches,,,,,,,,,"3""",,,,,,,,'00840400507002,0.0,,0,deny,manual,4.38,,true,true,,,,,,,,,,,,,lb,,,
military-patches,,,,,,,,,"3.5""",,,,,,,,'00840400507330,0.0,,0,deny,manual,5.26,,true,true,,,,,,,,,,,,,lb,,,
military-patches,,,,,,,,,"4""",,,,,,,,'00840400506814,0.0,,0,deny,manual,5.86,,true,true,,,,,,,,,,,,,lb,,,
custom-army-patches,Custom Army Patches,"<meta charset=""utf-8""> <div class=""jss96"" data-mce-fragment=""1""> <div class=""MuiContainer-root MuiContainer-maxWidthXl"" data-mce-fragment=""1""> <div class=""MuiGrid-root MuiGrid-container MuiGrid-spacing-xs-4"" data-mce-fragment=""1""> <div class=""MuiGrid-root jss102 MuiGrid-item MuiGrid-grid-xs-12 MuiGrid-grid-lg-6"" data-mce-fragment=""1""> <div class=""jss105"" data-mce-fragment=""1""> <p class=""MuiTypography-root jss108 MuiTypography-body1"" data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">Enhance your apparel with custom Army patches. <meta charset=""utf-8"">These Army patches can be tailored with either a refined thin-stitched edge or a sturdy merrow border, making them ideal for adding a personalized touch to your attire.</span><br><meta charset=""utf-8""></p> <p class=""MuiTypography-root jss108 MuiTypography-body1"" style=""font-size: 10pt; font-weight: 600;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Each patch order includes a Free roll of Thermal Tape.</span></p> <p class=""MuiTypography-root jss108 MuiTypography-body1 __prematched-text"" data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span style=""font-weight: 600;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 600;"">Add a Premade Patch Sample to Cart - </span><span style=""font-weight: 800;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 800;"">$0.01 -</span> <a href=""https://Patch%20Krazepatches.com/cart/add?id=46978094727487&amp;quantity=1"" title=""Add to Cart""><strong>Add to Cart</strong></a></span></span></span></p> </div> </div> </div> </div> </div>",Patch Kraze,,embroidered,"Embroidered Patches, Patch Styles, patches, rush",true,Patch Width (inches),"2""",,,,,,,,'00840400507590,0.0,,0,deny,manual,3.79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/ArmyPatch_1.jpg?v=1762185708,1,"",false,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/ArmyPatch_1.jpg?v=1762185708,lb,,,active
custom-army-patches,,,,,,,,,"2.5""",,,,,,,,'00840400508139,0.0,,0,deny,manual,4.09,,true,true,,,,,,,,,,,,,lb,,,
custom-army-patches,,,,,,,,,"3""",,,,,,,,'00840400507149,0.0,,0,deny,manual,4.38,,true,true,,,,,,,,,,,,,lb,,,
custom-army-patches,,,,,,,,,"3.5""",,,,,,,,'00840400508214,0.0,,0,deny,manual,5.26,,true,true,,,,,,,,,,,,,lb,,,
custom-army-patches,,,,,,,,,"4""",,,,,,,,'00840400507439,0.0,,0,deny,manual,5.86,,true,true,,,,,,,,,,,,,lb,,,
embroidered-patches-for-clothes,Custom Embroidered Patches For Clothes,"<meta charset=""utf-8""> <div data-mce-fragment=""1"" class=""jss96""> <div data-mce-fragment=""1"" class=""MuiContainer-root MuiContainer-maxWidthXl""> <div data-mce-fragment=""1"" class=""MuiGrid-root MuiGrid-container MuiGrid-spacing-xs-4""> <div data-mce-fragment=""1"" class=""MuiGrid-root jss102 MuiGrid-item MuiGrid-grid-xs-12 MuiGrid-grid-lg-6""> <div data-mce-fragment=""1"" class=""jss105""> <p data-mce-fragment=""1"" class=""MuiTypography-root jss108 MuiTypography-body1""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span data-mce-fragment=""1"">Embroidered patches for clothes are designed to offer the upscale look of direct embroidery without the hassle. These patches can be tailored with either a refined thin-stitched edge or a sturdy merrow border, while remaining durable through multiple wash cycles.</span> </span><br><meta charset=""utf-8""></p> <p class=""MuiTypography-root jss108 MuiTypography-body1"" style=""font-size: 10pt; font-weight: 600;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Each patch order includes a Free roll of Thermal Tape.</span></p> <p data-mce-fragment=""1"" class=""MuiTypography-root jss108 MuiTypography-body1 __prematched-text""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span data-mce-fragment=""1""><strong>Add a Premade Patch Sample to Cart - $0.01 -</strong> <a title=""Add to Cart"" href=""https://Patch%20Krazepatches.com/cart/add?id=46978094727487&amp;quantity=1""><strong>Add to Cart﻿</strong></a></span></span></p> </div> </div> </div> </div> </div>",Patch Kraze,,embroidered,"Embroidered Patches, patches, rush, SEO Patches",true,Patch Width (inches),"2""",,,,,,,,'00840400507026,0.0,,0,deny,manual,4.17,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/ClothesPatchMOCK_1.png?v=1762185713,1,"",false,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/ClothesPatchMOCK_1.png?v=1762185713,lb,,,active
embroidered-patches-for-clothes,,,,,,,,,"2.5""",,,,,,,,'00840400506821,0.0,,0,deny,manual,4.49,,true,true,,,,,,,,,,,,,lb,,,
embroidered-patches-for-clothes,,,,,,,,,"3""",,,,,,,,'00840400508092,0.0,,0,deny,manual,4.81,,true,true,,,,,,,,,,,,,lb,,,
embroidered-patches-for-clothes,,,,,,,,,"3.5""",,,,,,,,'00840400506623,0.0,,0,deny,manual,5.79,,true,true,,,,,,,,,,,,,lb,,,
embroidered-patches-for-clothes,,,,,,,,,"4""",,,,,,,,'00840400507989,0.0,,0,deny,manual,6.44,,true,true,,,,,,,,,,,,,lb,,,
patches-for-pants,Custom Patches For Pants,"<meta charset=""utf-8""> <div class=""jss96"" data-mce-fragment=""1""> <div class=""MuiContainer-root MuiContainer-maxWidthXl"" data-mce-fragment=""1""> <div class=""MuiGrid-root MuiGrid-container MuiGrid-spacing-xs-4"" data-mce-fragment=""1""> <div class=""MuiGrid-root jss102 MuiGrid-item MuiGrid-grid-xs-12 MuiGrid-grid-lg-6"" data-mce-fragment=""1""> <div class=""jss105"" data-mce-fragment=""1""> <p class=""MuiTypography-root jss108 MuiTypography-body1"" data-mce-fragment=""1""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><meta charset=""utf-8""> <span data-mce-fragment=""1"">Custom patches for pants are designed to offer the upscale look of direct embroidery while remaining versatile. These patches can be tailored with either a refined thin-stitched edge or a sturdy merrow border, while remaining durable through multiple wash cycles.</span> </span><br><meta charset=""utf-8""></p> <p class=""MuiTypography-root jss108 MuiTypography-body1"" style=""font-size: 10pt; font-weight: 600;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Each patch order includes a Free roll of Thermal Tape.</span></p> <p class=""MuiTypography-root jss108 MuiTypography-body1 __prematched-text"" data-mce-fragment=""1""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span data-mce-fragment=""1""><strong>Add a Premade Patch Sample to Cart - $0.01 -</strong> <a title=""Add to Cart"" href=""https://Patch%20Krazepatches.com/cart/add?id=46978094727487&amp;quantity=1""><strong>Add to Cart</strong></a></span></span></p> </div> </div> </div> </div> </div>",Patch Kraze,,embroidered,"Embroidered Patches, patches, rush, SEO Patches",true,Patch Width (inches),"2""",,,,,,,,'00840400506616,0.0,,0,deny,manual,4.17,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/PantPatchMOCK_1_49c22fc1-57a9-4d45-949f-d38d1fe228ec.png?v=1762185714,1,"",false,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/PantPatchMOCK_1_49c22fc1-57a9-4d45-949f-d38d1fe228ec.png?v=1762185714,lb,,,active
patches-for-pants,,,,,,,,,"2.5""",,,,,,,,'00840400506890,0.0,,0,deny,manual,4.49,,true,true,,,,,,,,,,,,,lb,,,
patches-for-pants,,,,,,,,,"3""",,,,,,,,'00840400508030,0.0,,0,deny,manual,4.81,,true,true,,,,,,,,,,,,,lb,,,
patches-for-pants,,,,,,,,,"3.5""",,,,,,,,'00840400507538,0.0,,0,deny,manual,5.79,,true,true,,,,,,,,,,,,,lb,,,
patches-for-pants,,,,,,,,,"4""",,,,,,,,'00840400508375,0.0,,0,deny,manual,6.44,,true,true,,,,,,,,,,,,,lb,,,
patches-for-jeans,Custom Patches For Jeans,"<meta charset=""utf-8""> <div data-mce-fragment=""1"" class=""jss96""> <div data-mce-fragment=""1"" class=""MuiContainer-root MuiContainer-maxWidthXl""> <div data-mce-fragment=""1"" class=""MuiGrid-root MuiGrid-container MuiGrid-spacing-xs-4""> <div data-mce-fragment=""1"" class=""MuiGrid-root jss102 MuiGrid-item MuiGrid-grid-xs-12 MuiGrid-grid-lg-6""> <div data-mce-fragment=""1"" class=""jss105""> <p data-mce-fragment=""1"" class=""MuiTypography-root jss108 MuiTypography-body1""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><meta charset=""utf-8""> <span data-mce-fragment=""1"">Custom patches for jeans are designed to offer the upscale look of direct embroidery while remaining versatile. These patches can be tailored with either a refined thin-stitched edge or a sturdy merrow border, while remaining durable through multiple wash cycles.</span> </span><br><meta charset=""utf-8""></p> <p class=""MuiTypography-root jss108 MuiTypography-body1"" style=""font-size: 10pt; font-weight: 600;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Each patch order includes a Free roll of Thermal Tape.</span></p> <p data-mce-fragment=""1"" class=""MuiTypography-root jss108 MuiTypography-body1 __prematched-text""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span data-mce-fragment=""1""><strong>Add a Premade Patch Sample to Cart - $0.01 -</strong> <a title=""Add to Cart"" href=""https://Patch%20Krazepatches.com/cart/add?id=46978094727487&amp;quantity=1""><strong>Add to Cart</strong></a></span></span></p> </div> </div> </div> </div> </div>",Patch Kraze,,embroidered,"Embroidered Patches, patches, rush, SEO Patches",true,Patch Width (inches),"2""",,,,,,,,'00840400506708,0.0,,0,deny,manual,4.17,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/JeanPatchMOCK.png?v=1762185714,1,"",false,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/JeanPatchMOCK.png?v=1762185714,lb,,,active
patches-for-jeans,,,,,,,,,"2.5""",,,,,,,,'00840400508597,0.0,,0,deny,manual,4.49,,true,true,,,,,,,,,,,,,lb,,,
patches-for-jeans,,,,,,,,,"3""",,,,,,,,'00840400507507,0.0,,0,deny,manual,4.81,,true,true,,,,,,,,,,,,,lb,,,
patches-for-jeans,,,,,,,,,"3.5""",,,,,,,,'00840400506661,0.0,,0,deny,manual,5.79,,true,true,,,,,,,,,,,,,lb,,,
patches-for-jeans,,,,,,,,,"4""",,,,,,,,'00840400507712,0.0,,0,deny,manual,6.44,,true,true,,,,,,,,,,,,,lb,,,
patches-for-hoodies,Custom Patches For Hoodies,"<meta charset=""utf-8""> <div class=""jss96"" data-mce-fragment=""1""> <div class=""MuiContainer-root MuiContainer-maxWidthXl"" data-mce-fragment=""1""> <div class=""MuiGrid-root MuiGrid-container MuiGrid-spacing-xs-4"" data-mce-fragment=""1""> <div class=""MuiGrid-root jss102 MuiGrid-item MuiGrid-grid-xs-12 MuiGrid-grid-lg-6"" data-mce-fragment=""1""> <div class=""jss105"" data-mce-fragment=""1""> <p class=""MuiTypography-root jss108 MuiTypography-body1"" data-mce-fragment=""1""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><meta charset=""utf-8""> <span data-mce-fragment=""1"">Custom patches for hoodies are designed to offer the upscale look of direct embroidery while remaining versatile. These patches can be tailored with either a refined thin-stitched edge or a sturdy merrow border, while remaining durable through multiple wash cycles.</span> </span><br><meta charset=""utf-8""></p> <p class=""MuiTypography-root jss108 MuiTypography-body1"" style=""font-size: 10pt; font-weight: 600;"" data-mce-fragment=""1""><span data-mce-fragment=""1"">Each patch order includes a Free roll of Thermal Tape.</span></p> <p class=""MuiTypography-root jss108 MuiTypography-body1 __prematched-text"" data-mce-fragment=""1""><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><span data-mce-fragment=""1""><strong>Add a Premade Patch Sample to Cart - $0.01 -</strong> <a title=""Add to Cart"" href=""https://Patch%20Krazepatches.com/cart/add?id=46978094727487&amp;quantity=1""><strong>Add to Cart</strong></a></span></span></p> </div> </div> </div> </div> </div>",Patch Kraze,,embroidered,"Embroidered Patches, patches, rush, SEO Patches",true,Patch Width (inches),"2""",,,,,,,,'00840400506654,0.0,,0,deny,manual,4.17,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/HoodiePatchMOCK.png?v=1762185717,1,"",false,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/HoodiePatchMOCK.png?v=1762185717,lb,,,active
patches-for-hoodies,,,,,,,,,"2.5""",,,,,,,,'00840400506807,0.0,,0,deny,manual,4.49,,true,true,,,,,,,,,,,,,lb,,,
patches-for-hoodies,,,,,,,,,"3""",,,,,,,,'00840400507071,0.0,,0,deny,manual,4.81,,true,true,,,,,,,,,,,,,lb,,,
patches-for-hoodies,,,,,,,,,"3.5""",,,,,,,,'00840400507361,0.0,,0,deny,manual,5.79,,true,true,,,,,,,,,,,,,lb,,,
patches-for-hoodies,,,,,,,,,"4""",,,,,,,,'00840400507842,0.0,,0,deny,manual,6.44,,true,true,,,,,,,,,,,,,lb,,,
