Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pvc-rubber-patches,PVC Rubber Patches,"<div class=""jss96"" data-mce-fragment=""1""> <div class=""MuiContainer-root MuiContainer-maxWidthXl"" data-mce-fragment=""1""> <div class=""MuiGrid-root MuiGrid-container MuiGrid-spacing-xs-4"" data-mce-fragment=""1""> <div class=""MuiGrid-root MuiGrid-item MuiGrid-grid-xs-12 MuiGrid-grid-lg-6"" data-mce-fragment=""1""> <div class=""jss105"" data-mce-fragment=""1""> <p class=""MuiTypography-root jss108 MuiTypography-body1"" data-mce-fragment=""1""><meta charset=""utf-8"">Introducing our PVC patches: a game-changer for your collection! These waterproof, durable, flexible, and dimensional PVC <span data-mce-fragment=""1"">patches</span> are not only versatile but also come with a flat finish. With their low-melt backing, they cater to the diverse decoration needs of the contemporary market.</p> <p style=""font-size: 10pt; font-weight: 600;"" class=""MuiTypography-root jss108 MuiTypography-body1"" data-mce-fragment=""1""><meta charset=""utf-8""><span data-mce-fragment=""1"">Each patch order includes a free roll of Thermal Tape.</span></p> <p class=""MuiTypography-root jss108 MuiTypography-body1  __prematched-text"" data-mce-fragment=""1""><span><meta charset=""utf-8""> <span style=""font-weight: 600;"">Add a Premade Patch Sample to Cart - </span><span style=""font-weight: 800;"">$0.01</span> <a title=""Add to Cart"" href=""https://Patch%20Krazepatches.com/cart/add?id=46978094825791&amp;quantity=1""><strong>Add to Cart</strong></a></span></p> <p class=""__prematched-text""><br></p> </div> </div> </div> </div> </div>",Patch Kraze,Uncategorized,rubber pvc,"patches, Rubber Patches, Standard Patches",true,Patch Size (inches),"1.5""",,,,,,,,'00840400502106,0.0,,0,deny,manual,6.55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/3d-molded-patches_c693a447-9f57-49e2-908b-97fc1d82aed5.jpg?v=1770381429,1,"",false,,,,lb,,,active
pvc-rubber-patches,,,,,,,,,"2""",,,,,,,,'00840400502052,0.0,,0,deny,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/pvc-hero_403cf132-5c45-4999-aa93-d68d0ce5803a.jpg?v=1770381429,2,"",,,,,lb,,,
pvc-rubber-patches,,,,,,,,,"2.5""",,,,,,,,'00840400502595,0.0,,0,deny,manual,7.44,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/pvc-patches-1_9add74c7-950e-4941-9fcb-380b8c531c2e.jpg?v=1770381428,3,"",,,,,lb,,,
pvc-rubber-patches,,,,,,,,,"3""",,,,,,,,'00840400502489,0.0,,0,deny,manual,7.88,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0661/2965/7940/files/rubber-patches_ec9f245e-d605-4901-945f-6f733c31cb63.jpg?v=1770381430,4,"",,,,,lb,,,
pvc-rubber-patches,,,,,,,,,"3.5""",,,,,,,,'00840400503028,0.0,,0,deny,manual,8.31,,true,true,,,,,,,,,,,,,lb,,,
pvc-rubber-patches,,,,,,,,,"4""",,,,,,,,'00840400502458,0.0,,0,deny,manual,9.61,,true,true,,,,,,,,,,,,,lb,,,
