Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
holographic-stickers,Holographic Stickers,Holographic stickers - durable and weather-resistant for vehicles.,Patch Kraze,Uncategorized,stickers,"bumper, car, Custom Bumper Stickers, stickers, vehicle",TRUE,Number of Colors x Quantity,Style #1-5 - 25-49,HOLO-15-2549,0,shopify,500,deny,manual,1.54,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0558/0265/8899/files/DTF-by-size.png?v=1772055886,1,,FALSE,,,lb,active
holographic-stickers,,,,,,,,,Style #1-5 - 50-99,HOLO-15-5099,0,shopify,500,deny,manual,0.97,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #1-5 - 100-249,HOLO-15-100249,0,shopify,500,deny,manual,0.65,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #1-5 - 250-499,HOLO-15-250499,0,shopify,500,deny,manual,0.48,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #1-5 - 500+,HOLO-15-500+,0,shopify,500,deny,manual,0.32,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #6-10 - 25-49,HOLO-610-2549,0,shopify,500,deny,manual,2.73,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #6-10 - 50-99,HOLO-610-5099,0,shopify,500,deny,manual,1.72,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #6-10 - 100-249,HOLO-610-100249,0,shopify,500,deny,manual,1.15,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #6-10 - 250-499,HOLO-610-250499,0,shopify,500,deny,manual,0.85,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #6-10 - 500+,HOLO-610-500+,0,shopify,500,deny,manual,0.57,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #11-15 - 25-49,HOLO-1115-2549,0,shopify,500,deny,manual,3.93,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #11-15 - 50-99,HOLO-1115-5099,0,shopify,500,deny,manual,2.47,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #11-15 - 100-249,HOLO-1115-100249,0,shopify,500,deny,manual,1.66,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #11-15 - 250-499,HOLO-1115-250499,0,shopify,500,deny,manual,1.22,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #11-15 - 500+,HOLO-1115-500+,0,shopify,500,deny,manual,0.82,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #16-20 - 25-49,HOLO-1620-2549,0,shopify,500,deny,manual,5.12,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #16-20 - 50-99,HOLO-1620-5099,0,shopify,500,deny,manual,3.23,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #16-20 - 100-249,HOLO-1620-100249,0,shopify,500,deny,manual,2.16,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #16-20 - 250-499,HOLO-1620-250499,0,shopify,500,deny,manual,1.6,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #16-20 - 500+,HOLO-1620-500+,0,shopify,500,deny,manual,1.06,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #21-25 - 25-49,HOLO-2125-2549,0,shopify,500,deny,manual,6.31,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #21-25 - 50-99,HOLO-2125-5099,0,shopify,500,deny,manual,3.98,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #21-25 - 100-249,HOLO-2125-100249,0,shopify,500,deny,manual,2.67,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #21-25 - 250-499,HOLO-2125-250499,0,shopify,500,deny,manual,1.97,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #21-25 - 500+,HOLO-2125-500+,0,shopify,500,deny,manual,1.31,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #26-30 - 25-49,HOLO-2630-2549,0,shopify,500,deny,manual,7.51,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #26-30 - 50-99,HOLO-2630-5099,0,shopify,500,deny,manual,4.73,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #26-30 - 100-249,HOLO-2630-100249,0,shopify,500,deny,manual,3.17,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #26-30 - 250-499,HOLO-2630-250499,0,shopify,500,deny,manual,2.34,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #26-30 - 500+,HOLO-2630-500+,0,shopify,500,deny,manual,1.56,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #31-35 - 25-49,HOLO-3135-2549,0,shopify,500,deny,manual,8.7,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #31-35 - 50-99,HOLO-3135-5099,0,shopify,500,deny,manual,5.48,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #31-35 - 100-249,HOLO-3135-100249,0,shopify,500,deny,manual,3.67,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #31-35 - 250-499,HOLO-3135-250499,0,shopify,500,deny,manual,2.71,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #31-35 - 500+,HOLO-3135-500+,0,shopify,500,deny,manual,1.81,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #36-40 - 25-49,HOLO-3640-2549,0,shopify,500,deny,manual,9.89,,TRUE,TRUE,,,,,,,,,lb,
holographic-stickers,,,,,,,,,Style #36-40 - 50-99,HOLO-3640-5099,0,shopify,500,deny,manual,6.23,,TRUE,TRUE,,,,,,,,,lb,
