Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #81-85 - 500+,STICKER-81-85-500plus,0,shopify,100,deny,manual,0.45,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #86-90 - 25-49,STICKER-86-90-25-49,0,shopify,100,deny,manual,2.33,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #86-90 - 50-99,STICKER-86-90-50-99,0,shopify,100,deny,manual,1.38,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #86-90 - 100-249,STICKER-86-90-100-249,0,shopify,100,deny,manual,0.91,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #86-90 - 250-499,STICKER-86-90-250-499,0,shopify,100,deny,manual,0.68,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #86-90 - 500+,STICKER-86-90-500plus,0,shopify,100,deny,manual,0.47,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #91-95 - 25-49,STICKER-91-95-25-49,0,shopify,100,deny,manual,2.40,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #91-95 - 50-99,STICKER-91-95-50-99,0,shopify,100,deny,manual,1.42,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #91-95 - 100-249,STICKER-91-95-100-249,0,shopify,100,deny,manual,0.94,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #91-95 - 250-499,STICKER-91-95-250-499,0,shopify,100,deny,manual,0.70,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #91-95 - 500+,STICKER-91-95-500plus,0,shopify,100,deny,manual,0.48,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #96-100 - 25-49,STICKER-96-100-25-49,0,shopify,100,deny,manual,2.47,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #96-100 - 50-99,STICKER-96-100-50-99,0,shopify,100,deny,manual,1.46,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #96-100 - 100-249,STICKER-96-100-100-249,0,shopify,100,deny,manual,0.96,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #96-100 - 250-499,STICKER-96-100-250-499,0,shopify,100,deny,manual,0.72,,TRUE,TRUE,,,,,,,,,lb
custom-stickers,Custom Stickers,Custom vinyl stickers - weatherproof and durable.,Patch Kraze,Uncategorized,stickers,"Custom Stickers, stickers, vinyl",TRUE,,Style #96-100 - 500+,STICKER-96-100-500plus,0,shopify,100,deny,manual,0.49,,TRUE,TRUE,,,,,,,,,lb
